cpu_usage,memory_usage,latency,error_rate,outage
54.59,37.19,110.04,1.49,0
2.7,2.02,211.76,4.06,0
47.47,41.9,134.41,0.99,0
42.73,37.42,114.66,1.57,0
39.81,66.21,109.51,1.35,0
31.41,49.22,208.87,3.84,0
36.96,80.66,116.58,2.39,0
34.51,63.31,66.2,0.97,0
50.82,71.71,109.3,2.27,0
64.31,29.09,207.89,1.12,0
51.32,35.32,112.56,3.04,0
43.32,30.79,135.4,3.85,0
20.88,39.41,110.06,2.09,0
92.77,83.97,1534.49,27.48,1
27.58,66.86,123.44,1.32,0
23.32,51.56,157.51,2.5,0
84.74,80.06,1650.01,49.05,1
26.37,67.36,134.33,0.34,0
44.21,48.77,112.81,-0.3,0
45.71,88.38,81.57,2.76,0
49.09,56.62,174.9,3.13,0
92.65,113.17,771.16,15.18,1
71.15,48.94,132.95,3.11,0
97.44,74.94,1602.88,21.27,1
29.65,33.96,125.79,1.76,0
26.07,64.24,96.44,2.04,0
40.32,52.25,63.33,-0.07,0
21.61,27.83,47.09,2.16,0
27.63,74.74,88.16,1.8,0
46.65,37.92,117.82,1.42,0
27.67,61.49,153.39,0.9,0
18.07,28.21,232.56,3.97,0
39.43,69.48,133.35,2.97,0
51.12,67.92,144.47,1.13,0
55.39,71.82,92.83,1.31,0
41.1,48.42,126.17,2.22,0
54.92,33.73,115.05,1.06,0
37.44,73.21,71.58,0.63,0
54.01,60.7,234.76,1.01,0
51.08,57.29,98.61,2.06,0
29.4,55.65,123.47,1.04,0
44.04,48.96,133.13,3.69,0
28.97,25.29,84.48,2.4,0
40.54,54.33,115.06,2.76,0
46.41,61.45,27.91,0.6,0
47.55,28.71,61.13,0.33,0
91.47,124.77,986.29,37.04,1
43.89,58.2,120.92,3.68,0
48.74,57.99,145.5,2.72,0
41.55,50.09,119.08,1.92,0
34.21,45.98,177.54,0.38,0
54.22,72.43,153.22,2.11,0
44.7,32.56,131.3,1.71,0
42.34,73.82,100.54,2.05,0
30.12,68.36,80.56,2.34,0
59.83,75.82,59.31,0.94,0
29.3,46.29,124.59,2.9,0
23.89,-2.49,110.74,2.43,0
64.16,113.67,876.85,39.04,1
45.96,52.38,116.95,2.34,0
40.03,49.96,90.41,3.24,0
34.13,46.1,143.27,1.98,0
55.41,65.28,114.37,2.24,0
46.74,28.83,90.0,1.45,0
47.26,71.36,37.57,1.65,0
40.93,56.91,182.67,2.58,0
31.6,72.56,142.06,1.68,0
75.51,92.34,1209.44,34.23,1
48.71,8.11,165.36,1.94,0
53.22,57.42,166.42,2.6,0
129.7,55.67,1253.84,43.53,1
58.76,28.56,64.1,0.84,0
41.02,8.37,110.71,2.72,0
26.08,36.61,149.36,4.27,0
22.85,51.11,153.03,0.57,0
51.28,64.47,138.67,2.21,0
28.5,25.38,60.42,1.56,0
39.53,47.86,161.77,1.65,0
42.98,53.81,184.83,2.52,0
42.0,26.14,142.03,1.09,0
37.84,34.22,97.59,1.45,0
39.82,42.39,150.8,1.55,0
58.41,51.76,138.56,2.04,0
84.86,84.43,727.72,49.72,0
55.11,50.35,111.23,2.03,0
4.26,45.54,91.79,2.87,0
24.82,38.74,105.9,0.65,0
31.99,63.93,107.52,0.48,0
65.37,25.5,106.6,1.65,0
38.61,81.11,74.26,2.93,0
36.85,29.27,126.16,2.87,0
53.85,69.29,63.06,3.06,0
23.6,71.54,112.17,3.19,0
40.62,74.18,120.45,2.77,0
107.93,70.57,1108.4,34.67,1
44.78,44.96,103.95,2.98,0
48.57,51.85,127.87,2.2,0
32.42,43.02,70.04,3.83,0
40.56,65.95,102.77,1.32,0
48.02,54.7,102.46,0.6,0
37.75,69.46,110.55,1.6,0
73.9,112.32,1481.12,21.9,1
41.14,46.76,189.92,1.7,0
16.64,38.72,105.21,1.36,0
47.86,59.38,83.83,2.91,0
34.26,39.28,122.52,2.23,0
46.6,49.23,168.15,1.15,0
69.93,35.96,155.0,2.92,0
33.57,57.23,91.46,1.1,0
68.51,90.57,178.42,0.48,1
38.21,72.95,175.02,0.33,0
41.75,43.92,99.36,0.71,0
87.01,97.92,2081.14,12.24,1
79.67,49.21,651.31,50.06,0
15.62,50.62,111.4,3.71,0
103.98,103.75,2110.24,27.12,1
24.14,43.9,89.05,0.31,0
111.45,71.62,743.29,28.19,1
43.39,46.33,175.16,3.27,0
103.17,82.57,661.26,32.71,1
44.03,52.55,181.42,2.77,0
37.78,41.12,141.5,2.45,0
36.98,57.68,146.03,1.17,0
29.73,38.1,102.87,2.41,0
40.49,39.27,163.6,0.49,0
54.25,38.2,119.47,0.79,0
35.34,39.18,162.24,2.29,0
47.5,17.48,28.51,1.91,0
51.17,58.44,59.54,0.38,0
73.72,26.84,121.83,2.6,0
28.67,50.45,156.24,1.41,0
121.16,87.28,1066.6,38.32,1
36.39,26.57,125.67,3.25,0
33.65,31.84,143.43,2.29,0
32.76,53.26,127.89,-0.39,0
53.57,76.28,88.67,2.99,0
68.26,68.96,178.63,1.88,0
31.67,73.44,94.91,1.63,0
95.45,120.7,728.7,25.88,1
50.72,69.39,137.38,1.12,0
40.61,42.66,186.1,2.7,0
8.15,47.22,151.46,3.32,0
43.9,29.17,110.39,2.0,0
21.23,49.81,112.53,2.96,0
25.88,41.82,153.47,1.82,0
73.84,4.63,160.15,1.85,0
40.95,35.22,183.35,1.54,0
26.19,53.42,105.84,1.72,0
14.62,36.88,113.61,3.05,0
40.64,73.93,160.22,3.1,0
55.63,53.09,172.15,1.39,0
29.86,10.68,176.09,3.28,0
50.3,44.0,12.79,3.26,0
24.51,56.85,93.88,2.26,0
82.91,93.98,1352.47,48.02,1
54.95,69.68,171.74,3.83,0
44.37,60.65,114.86,3.12,0
61.83,71.52,823.7,44.17,0
36.46,23.64,50.66,1.39,0
46.37,40.41,100.74,1.71,0
53.02,60.32,160.67,2.8,0
38.53,54.27,6.36,1.97,0
35.77,64.78,152.62,1.04,0
33.46,40.28,143.44,0.53,0
47.06,101.73,156.07,1.47,1
13.18,62.8,162.09,1.67,0
109.59,67.29,1171.57,41.83,1
77.63,78.31,813.43,49.91,0
37.61,46.46,150.47,2.57,0
39.24,62.61,65.26,2.03,0
38.69,34.43,197.87,1.81,0
15.8,39.6,187.34,0.72,0
50.08,25.57,182.98,2.34,0
77.83,32.19,1704.71,44.26,1
29.85,34.47,66.6,2.39,0
34.32,43.04,163.99,2.76,0
40.16,51.3,125.66,2.22,0
23.22,46.53,115.25,2.28,0
35.24,30.96,127.52,1.5,0
35.77,12.08,126.2,0.92,0
48.62,59.99,133.44,3.54,0
45.99,50.18,128.36,3.44,0
34.23,59.25,139.18,0.22,0
81.75,99.61,1353.61,27.73,1
53.32,25.81,131.04,1.57,0
97.84,107.45,1274.01,11.91,1
21.01,25.46,160.61,2.87,0
36.25,47.05,143.64,1.07,0
74.27,69.17,138.3,3.0,0
31.5,17.56,141.03,2.42,0
50.0,52.06,130.12,1.15,0
55.57,71.26,115.58,1.65,0
25.69,98.08,128.99,0.69,1
52.51,27.24,82.85,1.78,0
31.71,41.15,78.56,0.61,0
61.45,82.34,183.41,3.96,0
53.32,71.47,143.91,0.99,0
37.37,63.9,123.06,2.57,0
48.83,45.8,182.53,2.65,0
44.77,82.88,74.0,2.33,0
47.56,29.64,124.47,2.02,0
72.88,52.17,146.85,2.2,0
16.75,41.28,119.24,1.75,0
38.56,63.33,129.74,2.96,0
40.65,69.46,123.84,1.44,0
54.99,62.32,53.45,0.22,0
44.31,57.43,181.36,1.54,0
38.91,35.48,143.69,2.11,0
26.45,58.96,121.1,1.98,0
24.71,27.27,107.26,2.09,0
59.01,7.13,69.84,2.1,0
20.54,45.54,196.17,0.58,0
36.5,38.01,43.71,2.01,0
21.6,15.35,132.32,3.6,0
42.61,12.61,130.46,2.57,0
129.1,54.52,968.03,20.59,1
27.08,37.24,99.55,2.96,0
48.7,40.84,121.28,0.85,0
15.74,71.87,93.85,3.24,0
20.46,38.72,96.42,1.24,0
51.22,9.87,68.51,2.05,0
60.77,40.8,168.72,0.15,0
37.74,40.24,198.3,2.18,0
55.32,68.53,78.14,2.47,0
54.09,57.11,57.12,1.47,0
71.47,57.4,101.6,0.72,0
53.25,51.68,37.81,1.45,0
95.87,93.43,1856.29,18.92,1
36.42,69.1,79.22,3.09,0
43.23,23.07,135.39,3.02,0
45.01,51.19,78.11,1.8,0
32.34,60.38,85.88,1.45,0
80.1,131.92,926.55,41.54,1
44.09,14.3,170.31,3.07,0
84.45,72.83,880.16,45.96,0
28.13,65.4,54.24,1.43,0
21.61,76.4,139.09,1.25,0
12.96,28.85,97.2,0.82,0
19.34,46.03,179.72,1.64,0
44.14,83.67,102.57,3.73,0
32.37,41.04,131.18,2.22,0
32.07,72.78,189.15,1.67,0
33.32,-1.18,138.85,0.78,0
58.59,57.66,125.63,1.73,0
95.76,84.79,1132.9,25.52,1
56.16,39.17,31.65,3.92,0
28.91,57.76,167.0,4.48,0
54.62,64.97,109.7,2.46,0
49.68,41.39,129.81,2.85,0
31.21,24.91,95.22,0.25,0
23.27,39.98,88.26,1.92,0
26.88,34.77,104.67,1.32,0
32.84,29.65,157.08,2.38,0
69.93,134.3,1476.31,46.24,1
23.47,23.57,105.84,-0.75,0
18.15,26.46,116.92,1.83,0
40.88,38.66,141.33,3.06,0
48.97,78.61,115.7,1.79,0
45.57,65.06,95.99,0.92,0
42.92,36.1,123.48,2.13,0
37.39,24.84,181.94,1.67,0
30.01,37.53,44.36,1.62,0
67.49,120.9,2003.13,17.37,1
4.28,63.39,135.67,2.44,0
108.35,123.26,1998.31,25.69,1
23.95,38.17,67.51,1.02,0
40.91,84.96,214.62,0.9,0
38.81,50.01,97.23,2.19,0
38.44,43.47,61.98,1.54,0
111.66,92.93,1185.64,48.21,1
34.55,52.3,57.98,3.27,0
31.75,47.04,78.2,2.42,0
29.85,47.34,164.06,0.36,0
48.38,67.34,117.89,1.45,0
21.89,14.34,167.04,1.86,0
49.43,15.52,138.6,1.74,0
61.37,78.33,675.02,29.31,0
40.45,57.22,120.28,3.07,0
41.47,63.67,88.67,1.88,0
112.02,83.59,2112.47,31.49,1
22.69,50.48,147.44,3.03,0
48.62,75.16,150.99,2.6,0
90.8,57.52,935.27,14.46,1
27.85,32.15,97.54,0.03,0
4.88,41.97,130.17,1.84,0
44.88,54.78,169.62,1.11,0
48.48,56.76,179.03,2.09,0
55.87,40.0,104.98,1.65,0
22.67,80.49,129.85,2.06,0
68.08,70.93,133.03,2.94,0
39.09,63.39,121.02,2.13,0
77.35,39.46,186.56,2.61,0
72.26,26.98,108.41,2.04,0
50.33,56.12,91.84,2.46,0
35.09,77.57,220.58,0.68,0
28.0,48.34,155.99,-0.06,0
27.18,76.26,119.97,1.31,0
31.08,56.95,158.05,2.82,0
26.54,63.04,145.65,3.43,0
52.71,64.92,146.82,2.21,0
30.53,46.6,164.9,1.86,0
42.32,-3.76,141.53,1.9,0
46.19,60.94,180.67,1.97,0
32.43,82.39,130.62,2.51,0
33.13,59.28,41.21,3.59,0
2.79,30.71,131.77,0.45,0
28.17,43.08,95.06,1.02,0
28.68,71.66,177.17,3.89,0
36.49,-5.23,93.38,2.5,0
36.9,63.43,126.38,1.42,0
35.89,-7.76,165.06,1.13,0
40.31,63.08,143.5,2.14,0
42.18,64.18,101.4,0.64,0
46.61,51.45,92.36,1.21,0
43.41,60.58,82.36,0.86,0
45.03,45.01,199.88,2.82,0
10.16,36.8,85.07,2.78,0
42.5,61.55,154.48,2.28,0
53.82,55.2,116.16,1.15,0
53.64,97.44,114.06,1.9,1
92.21,95.78,618.45,33.67,1
45.25,62.65,144.05,2.1,0
30.62,39.47,107.73,2.28,0
46.74,68.3,173.91,2.61,0
36.74,48.18,151.48,2.19,0
11.35,45.46,73.64,0.1,0
49.9,101.2,167.77,1.04,1
35.96,38.15,120.08,2.56,0
47.4,33.4,197.6,2.69,0
28.8,55.07,41.71,2.17,0
51.1,55.96,161.15,3.36,0
73.38,67.95,74.6,2.99,0
82.22,71.32,1962.68,42.66,1
37.4,40.89,114.44,1.28,0
73.85,111.1,1006.57,26.32,1
62.12,55.9,109.03,3.04,0
29.79,76.93,68.62,1.76,0
25.83,32.71,116.35,1.13,0
40.7,63.44,121.66,2.09,0
39.55,22.3,52.31,3.77,0
41.01,38.15,110.41,1.78,0
41.69,65.92,79.5,2.71,0
35.3,46.84,145.07,3.34,0
18.23,62.16,129.45,2.52,0
36.33,46.73,205.98,1.17,0
15.96,73.5,153.78,1.95,0
35.16,63.29,141.9,0.91,0
41.94,41.52,199.94,3.12,0
43.21,45.6,126.62,1.51,0
56.24,57.67,133.15,3.01,0
26.45,65.04,146.24,2.1,0
49.53,74.6,162.1,1.13,0
31.17,60.61,68.89,2.79,0
44.27,79.1,103.05,2.55,0
40.32,53.02,76.91,1.45,0
31.38,58.19,164.91,2.1,0
97.19,108.97,1179.32,43.65,1
87.85,112.71,1006.65,44.44,1
35.58,57.94,196.79,2.4,0
45.63,52.46,122.16,1.74,0
43.43,28.2,93.75,3.33,0
52.06,14.9,87.71,1.98,0
86.92,89.69,1590.13,15.92,1
34.79,44.7,141.48,1.81,0
40.38,66.32,120.08,1.69,0
2.38,38.9,127.99,-0.33,0
56.87,44.51,172.85,1.73,0
16.65,47.93,84.48,1.8,0
82.72,67.34,191.46,2.17,0
50.04,32.01,76.71,-0.14,0
65.95,33.12,135.64,2.81,0
57.2,36.73,113.49,0.83,0
70.85,66.25,136.21,2.24,0
49.14,58.03,37.18,3.23,0
32.34,59.45,113.53,2.51,0
17.03,34.74,136.44,0.48,0
60.34,75.26,1596.78,46.76,1
50.01,33.42,114.96,0.18,0
32.09,52.13,146.97,2.63,0
44.62,23.67,121.3,3.42,0
81.06,95.24,1447.29,16.21,1
45.34,69.31,58.93,3.85,0
32.72,43.15,160.14,2.06,0
18.22,25.29,146.34,2.84,0
60.03,59.61,83.89,3.25,0
87.76,86.83,2027.54,42.45,1
34.07,51.28,139.99,1.55,0
38.56,33.21,158.38,3.73,0
49.3,52.7,150.43,1.86,0
44.59,39.18,93.42,0.18,0
9.26,42.77,108.34,1.55,0
40.59,60.34,80.04,1.27,0
34.86,29.92,163.63,1.4,0
38.56,46.13,130.99,2.77,0
29.34,35.29,103.24,2.14,0
27.78,28.12,47.53,2.46,0
92.36,66.42,1418.84,21.98,1
57.92,39.87,116.95,3.84,0
21.06,64.8,78.68,1.98,0
80.98,81.84,1071.98,14.22,1
8.15,17.07,97.1,2.68,0
34.03,39.14,72.82,2.24,0
88.51,116.91,847.11,22.59,1
56.19,65.2,105.37,0.48,0
27.03,85.33,165.15,2.21,0
23.48,73.43,155.35,2.24,0
37.85,51.78,187.49,1.08,0
44.63,47.35,120.24,0.66,0
37.82,43.96,125.35,2.28,0
36.26,91.07,135.52,1.87,1
50.62,30.22,141.47,3.54,0
48.43,13.31,153.31,1.3,0
45.2,95.79,74.02,2.1,1
34.97,55.12,111.43,-0.36,0
51.95,70.12,56.77,1.83,0
50.0,33.67,145.66,1.53,0
47.45,34.19,90.62,1.34,0
32.03,25.8,100.06,2.67,0
53.3,62.52,122.73,3.09,0
38.74,51.0,121.91,1.9,0
52.99,34.18,87.81,1.22,0
14.53,31.23,69.38,2.87,0
24.43,36.83,152.46,1.85,0
38.58,64.46,131.88,2.84,0
32.64,41.79,160.55,-0.49,0
48.44,58.16,108.97,0.63,0
44.14,76.26,140.58,2.86,0
35.52,27.62,17.03,2.5,0
65.78,8.43,88.32,0.33,0
26.56,65.14,152.27,2.7,0
35.94,44.3,99.0,1.11,0
42.87,66.86,33.75,0.54,0
86.09,98.68,1494.68,19.53,1
30.97,97.21,154.2,1.09,1
50.01,56.72,142.21,1.49,0
25.08,24.02,76.06,2.45,0
67.25,30.68,158.63,2.44,0
28.13,36.73,91.94,2.31,0
44.68,44.16,155.44,0.7,0
101.23,89.2,1578.27,49.09,1
33.14,68.23,154.87,-0.25,0
83.44,63.58,1417.01,46.58,1
62.11,44.92,55.3,2.26,0
73.56,67.67,156.88,1.76,0
25.08,19.64,109.19,3.54,0
51.02,68.09,91.11,1.71,0
45.53,23.84,102.71,2.1,0
56.92,37.22,128.43,1.41,0
27.97,40.19,120.07,1.51,0
50.94,18.45,134.13,2.41,0
53.41,32.17,194.69,1.31,0
96.73,92.61,1998.99,27.14,1
54.24,39.05,61.52,3.3,0
38.26,25.96,159.34,0.25,0
58.4,82.84,119.18,1.2,0
73.02,53.92,1350.23,26.75,1
38.09,56.78,130.31,2.05,0
27.53,51.18,107.5,2.98,0
58.08,90.27,31.57,2.44,1
41.27,45.91,195.37,1.25,0
21.15,29.18,183.69,1.53,0
59.79,39.35,103.92,0.28,0
11.09,58.52,163.94,2.4,0
49.19,102.82,185.22,3.66,1
27.15,86.25,176.38,2.46,0
48.44,56.92,97.07,0.52,0
43.76,67.56,85.97,-0.26,0
77.08,82.25,2099.05,30.07,1
48.13,47.57,148.86,1.14,0
48.41,46.06,137.34,2.37,0
28.95,81.79,150.79,0.69,0
21.68,28.6,132.22,1.53,0
50.24,57.04,113.95,2.04,0
31.89,38.76,167.11,3.7,0
40.44,47.85,72.37,1.16,0
56.66,17.09,134.12,1.65,0
38.99,40.78,58.1,1.68,0
60.38,77.08,1309.95,29.04,1
44.15,66.42,114.41,0.71,0
18.46,78.34,55.66,1.29,0
30.15,62.09,121.98,3.19,0
29.35,37.56,52.33,2.58,0
50.21,41.98,117.11,2.75,0
16.39,45.67,137.45,1.82,0
60.22,47.65,103.24,3.86,0
30.61,61.0,114.52,3.17,0
46.18,59.38,129.34,2.63,0
30.72,85.11,60.54,1.55,0
66.01,39.18,35.75,2.28,0
31.65,73.66,89.85,4.31,0
15.36,28.52,108.47,2.33,0
30.2,45.35,82.83,3.08,0
55.85,38.43,82.44,1.3,0
41.85,49.05,61.76,2.83,0
44.33,39.54,78.62,2.24,0
21.97,31.17,152.68,1.34,0
24.39,30.1,80.43,1.85,0
10.53,79.29,203.99,1.7,0
37.63,112.65,155.15,2.49,1
53.4,38.16,124.01,0.75,0
39.74,45.01,84.01,1.8,0
33.09,40.49,152.62,1.71,0
35.44,38.34,86.66,0.96,0
19.61,31.0,130.48,1.59,0
46.94,41.79,123.6,2.32,0
86.0,105.15,1363.76,18.96,1
49.0,31.11,105.57,2.57,0
28.63,51.31,108.38,2.3,0
31.48,45.26,96.3,2.01,0
20.28,54.58,127.92,3.18,0
68.66,91.95,194.96,2.54,1
41.49,73.27,180.64,2.5,0
35.28,65.48,202.22,0.88,0
53.25,38.87,157.36,1.04,0
47.54,25.2,57.5,2.0,0
103.66,78.91,903.37,16.83,1
51.45,53.67,118.08,1.58,0
51.15,52.0,126.14,1.07,0
52.85,77.37,94.35,1.12,0
18.94,38.33,87.61,1.14,0
81.67,45.71,152.87,1.99,0
81.38,94.11,1507.53,34.54,1
33.76,77.07,136.56,2.12,0
106.54,94.04,816.42,29.37,1
40.3,25.37,79.74,2.37,0
28.8,29.04,108.35,4.28,0
8.15,27.28,79.17,1.59,0
24.29,31.74,115.26,3.78,0
37.78,14.94,175.76,0.5,0
65.92,25.85,31.19,2.64,0
86.14,79.96,2151.18,18.27,1
42.2,43.15,94.01,1.91,0
68.7,65.18,74.94,0.79,0
29.49,105.45,135.27,3.04,1
60.25,78.59,75.4,1.48,0
40.31,54.4,178.48,1.07,0
25.4,43.27,85.27,3.24,0
34.6,55.12,10.82,2.68,0
47.91,29.32,51.47,1.22,0
54.59,18.93,59.77,2.68,0
6.04,68.33,171.54,0.95,0
111.65,107.92,1983.97,16.66,1
48.17,85.53,127.55,2.91,0
61.5,58.54,158.16,3.24,0
67.65,36.0,204.69,2.37,0
55.92,46.13,41.31,3.33,0
43.93,18.47,69.0,3.4,0
53.32,49.91,159.41,0.66,0
69.79,65.87,88.82,1.38,0
30.39,72.27,101.47,3.87,0
7.36,67.32,130.1,0.61,0
59.1,41.87,120.78,2.86,0
46.86,31.11,74.26,2.62,0
37.71,73.82,43.89,3.47,0
46.41,14.75,129.59,2.23,0
29.42,72.38,157.63,2.55,0
35.87,51.93,93.66,2.15,0
41.35,2.5,78.14,1.57,0
34.03,46.05,102.0,1.5,0
46.65,50.6,118.48,3.77,0
41.02,30.23,91.48,1.0,0
38.7,90.65,141.07,2.43,1
24.91,51.03,142.77,1.25,0
57.08,44.63,97.03,2.77,0
48.32,78.5,104.41,1.9,0
39.76,50.23,106.97,1.51,0
104.8,106.37,2081.4,25.15,1
16.26,15.35,116.35,0.98,0
50.35,41.47,150.13,0.12,0
47.59,51.92,145.61,0.9,0
26.89,53.03,94.77,1.23,0
56.41,65.4,112.88,2.3,0
48.16,29.13,146.52,1.89,0
52.12,60.8,113.6,2.3,0
53.61,12.54,136.91,1.89,0
19.53,40.49,68.03,1.97,0
10.67,17.18,180.15,3.13,0
103.4,98.05,686.67,33.64,1
81.87,62.94,1024.06,18.66,1
28.54,58.6,101.36,1.68,0
27.5,25.01,141.78,0.45,0
43.07,60.09,104.94,1.56,0
46.06,42.39,137.28,2.62,0
51.88,57.85,141.1,1.82,0
12.73,58.5,131.47,-0.19,0
6.65,60.98,161.01,1.16,0
102.21,61.5,1102.52,26.53,1
43.05,43.28,123.25,0.28,0
37.81,65.13,171.31,0.72,0
54.64,43.04,143.64,2.73,0
53.75,40.25,163.56,1.51,0
45.56,33.63,9.83,2.6,0
66.9,84.44,1274.91,23.06,1
48.13,42.61,112.66,1.49,0
57.73,70.04,112.6,0.38,0
68.21,18.63,97.91,0.21,0
25.5,27.28,182.22,1.58,0
63.9,108.71,1440.92,15.81,1
28.1,88.2,173.31,4.17,0
109.8,42.69,1804.56,27.99,1
14.52,31.3,97.23,-0.04,0
47.63,44.52,123.92,2.58,0
45.13,96.85,126.75,1.94,1
44.98,67.58,81.43,2.66,0
26.98,61.25,99.99,3.97,0
15.14,80.68,148.07,0.7,0
34.61,5.21,129.8,4.34,0
60.39,61.51,179.09,2.73,0
77.23,91.66,1378.03,41.33,1
20.07,49.67,142.59,2.44,0
93.32,88.53,1124.92,23.94,1
43.29,74.99,148.32,1.39,0
41.59,33.47,171.95,3.47,0
52.6,106.1,1212.13,19.58,1
34.39,34.87,179.33,1.8,0
55.85,40.48,144.1,-0.32,0
47.54,37.14,136.33,1.31,0
85.84,68.79,2092.08,18.69,1
47.62,55.85,88.83,1.97,0
25.05,68.54,111.33,-0.18,0
47.34,4.41,74.86,2.06,0
40.4,39.95,23.76,2.62,0
20.85,69.47,130.5,1.89,0
49.18,75.7,110.99,3.09,0
22.57,67.33,102.53,0.94,0
79.28,78.97,1111.57,14.65,1
33.14,55.81,157.21,1.61,0
38.87,14.45,43.58,0.44,0
36.22,69.88,114.38,2.65,0
47.36,40.88,185.66,1.98,0
41.81,66.4,53.68,0.94,0
56.62,59.35,131.69,3.12,0
26.14,50.14,130.63,0.84,0
52.79,52.21,121.8,1.25,0
64.79,70.05,123.83,2.16,0
64.19,38.98,93.33,3.65,0
36.57,46.29,161.89,0.76,0
58.04,56.44,78.48,2.36,0
41.66,70.95,45.36,1.74,0
24.95,49.37,134.67,2.43,0
13.94,23.06,130.93,3.75,0
42.89,44.05,168.65,1.94,0
35.69,60.54,133.86,4.09,0
55.85,56.82,127.73,1.12,0
43.02,66.45,20.78,3.17,0
74.98,90.9,1631.62,26.68,1
52.59,83.66,146.71,1.79,0
38.43,34.76,92.53,1.81,0
75.46,47.42,109.66,1.42,0
17.27,3.24,212.89,1.43,0
54.01,46.67,143.08,1.29,0
44.5,31.06,184.95,2.55,0
31.39,65.71,146.96,1.26,0
25.03,19.32,142.85,1.11,0
47.91,25.27,64.96,2.11,0
13.35,57.35,95.02,2.96,0
52.57,14.3,4.27,3.16,0
40.13,47.43,84.74,1.86,0
53.25,55.41,89.65,1.32,0
62.65,49.77,38.5,3.26,0
86.69,80.43,1196.59,42.03,1
30.42,66.18,161.47,0.48,0
40.06,20.48,162.9,3.2,0
70.16,104.85,1898.32,41.33,1
0.37,38.47,149.68,2.48,0
70.91,50.27,67.06,1.75,0
59.35,64.39,117.47,3.61,0
50.69,44.86,108.88,3.29,0
86.9,50.68,2085.84,30.41,1
37.91,40.85,91.65,2.67,0
60.93,28.38,139.49,1.8,0
42.36,12.96,80.89,1.96,0
61.89,66.63,132.42,3.06,0
13.18,39.39,95.12,2.9,0
56.03,29.15,142.95,2.07,0
29.53,62.2,148.25,3.49,0
57.01,50.85,72.92,2.49,0
44.19,74.98,134.23,1.89,0
74.36,95.31,1151.2,31.33,1
30.27,48.08,14.97,1.45,0
31.75,43.46,119.63,0.6,0
70.06,58.23,124.06,2.58,0
51.68,6.32,143.12,2.37,0
53.98,46.07,105.16,3.2,0
31.8,62.25,105.26,1.29,0
135.68,104.72,1693.44,29.78,1
72.17,51.08,1916.62,25.5,1
79.49,95.7,1049.29,22.01,1
46.41,53.45,120.5,0.6,0
15.49,44.57,80.69,3.12,0
49.52,66.83,132.89,3.34,0
35.38,51.56,149.27,2.98,0
68.61,120.95,722.88,14.09,1
4.17,23.79,133.89,2.84,0
40.71,80.12,185.02,1.65,0
80.55,61.56,1409.57,16.9,1
35.26,21.55,58.0,2.16,0
43.14,36.38,60.89,3.1,0
18.48,45.6,79.06,1.81,0
47.07,52.16,158.46,1.96,0
110.78,99.48,1827.27,48.5,1
11.76,79.92,121.31,1.19,0
49.35,44.17,135.55,1.7,0
68.23,20.56,91.99,2.33,0
21.75,37.01,114.13,0.02,0
56.75,65.81,180.22,0.51,0
105.18,68.95,1995.41,31.18,1
42.83,76.88,107.34,2.52,0
28.4,40.47,111.42,2.64,0
58.78,57.93,193.92,2.15,0
59.09,67.89,227.1,1.54,0
58.93,43.15,1047.56,14.7,1
49.72,36.48,115.09,2.29,0
84.82,90.3,2150.0,36.71,1
56.99,34.66,140.4,3.89,0
32.92,49.56,106.65,0.95,0
51.37,58.15,122.12,2.56,0
66.35,32.17,177.87,2.98,0
69.35,31.26,158.48,2.08,0
20.29,65.27,64.58,2.11,0
38.79,26.39,155.91,1.51,0
31.78,-22.3,85.2,1.03,0
18.0,53.56,127.89,3.48,0
14.26,46.14,102.69,2.35,0
39.61,55.23,86.06,1.23,0
42.1,84.27,117.44,1.05,0
14.94,14.07,109.02,2.12,0
17.82,3.12,95.52,2.59,0
24.27,47.49,57.2,2.79,0
29.53,67.18,102.94,0.94,0
58.75,58.04,77.96,2.3,0
44.2,50.53,86.68,3.1,0
44.52,59.49,192.37,1.46,0
49.72,20.91,139.56,1.79,0
39.01,69.07,121.27,1.97,0
42.07,52.79,128.77,2.33,0
18.91,52.01,107.05,1.83,0
46.66,72.87,73.19,2.04,0
32.34,38.52,181.79,-0.61,0
113.54,105.8,1866.76,36.64,1
41.36,67.34,151.78,1.88,0
42.21,66.03,99.38,2.38,0
13.27,48.24,132.51,1.74,0
26.67,47.68,165.72,2.22,0
94.86,125.44,1055.09,22.4,1
46.34,35.61,104.51,1.98,0
28.94,14.3,131.63,2.06,0
80.14,92.33,745.42,33.37,1
9.57,37.47,93.7,2.49,0
29.16,52.68,124.87,1.34,0
72.47,95.53,611.69,24.7,1
18.84,29.33,67.29,0.83,0
35.78,38.14,112.94,2.77,0
41.65,62.57,65.92,2.89,0
27.12,64.77,110.17,2.26,0
45.49,59.81,165.22,1.87,0
31.63,60.26,140.26,1.82,0
42.77,53.76,108.0,1.25,0
36.08,3.86,178.17,2.99,0
31.28,86.89,125.57,1.07,0
96.31,126.7,653.45,16.05,1
30.22,73.23,125.57,3.83,0
44.79,65.09,37.32,2.23,0
43.14,44.6,108.21,1.47,0
64.38,78.25,46.72,2.28,0
46.87,76.89,192.03,3.13,0
86.79,97.79,1980.4,37.16,1
42.18,43.97,164.28,0.87,0
32.63,53.15,135.49,1.73,0
63.5,60.6,114.77,1.04,0
109.78,101.66,1684.2,44.53,1
